titular_de_registro;empresa_pais_tipo;empresa_estado;empresa_pais_mencionado;tipo_empresa
Ouro Fino Química S.A. - Uberaba;(Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Lier Chemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Rudong Zhongyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Yongnong Biosciences Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);;BRASIL;Com presença internacional
CCAB Agro S.A.   São Paulo;(Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Jiangsu Changlong Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Oxiquímica Agrociência Ltda<BRASIL>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Agromol Biotech Co., Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Agroallianz S.A<BRASIL>IMPORTADOR) +  (Vision Fluorochem (Nanjing) Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);PR;PARAGUAI;Com presença internacional
Nortox S.A. - Arapongas;(Nortox S.A. - Arapongas<BRASIL>FORMULADOR) +  (Jiangsu Corechem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Lanfeng Biochemical Co. Ltd - Planta 2 Suhua<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Wasion Crop Science and Technology Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Changlong Agrochemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);;BRASIL;Com presença internacional
Pilarquim Br Comercial Ltda.- São Paulo;(Pilarquim (Shanghai) Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Fengdeng Crop Science Co. Ltd..<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Fengdeng Crop Science Co. Ltd..<CHINA, REPUBLICA POPULAR>FORMULADOR);;CHINA, REPUBLICA POPULAR;Com presença internacional
Solubio Tecnologias Agricolas S.A.  Jataí/GO;(Solubio Tecnologias Agricolas S.A.  Gurupi/TO<BRASIL>FORMULADOR) +  (Solubio Tecnologias Agricolas S.A.  Jataí/GO<BRASIL>FORMULADOR) +  (Solubio Tecnologias Agricolas S.A.  Jataí/GO<BRASIL>FORMULADOR) +  (Toyobo do Brasil Produtos Biológicos Ltda.<BRASIL>FORMULADOR);TO;BRASIL;Somente nacional
Albaugh Agro Brasil Ltda.- São Paulo;(Jiangsu Rotam Chemistry Co. Ltd. <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Albaugh Agro Brasil Ltda.- Carazinho<BRASIL>IMPORTADOR) +  (Albaugh Agro Brasil Ltda.- Hortolandia<BRASIL>IMPORTADOR) +  (Albaugh Agro Brasil Ltda.- Ibiporã<BRASIL>IMPORTADOR) +  (Albaugh Agro Brasil Ltda.- Resende<BRASIL>IMPORTADOR) +  (Albaugh Agro Brasil Ltda.- Rondonopolis<BRASIL>IMPORTADOR) +  (Albaugh Agro Brasil Ltda.- São Paulo<BRASIL>IMPORTADOR) +  (Albaugh Agro Brasil Ltda - Paulínia<BRASIL>IMPORTADOR) +  (Albaugh Agro Brasil Ltda.- Resende<BRASIL>FORMULADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
AllierBrasil Agro Ltda.;(Zhejiang Hetian Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shenyang Research Institute Of Chemical Industry (Nantong) Chemical Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Lianyungang Hetian Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR);;CHINA, REPUBLICA POPULAR;Com presença internacional
Sinochem Agro do Brasil Ltda.;(Zhejiang Hetian Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shenyang Research Institute Of Chemical Industry (Nantong) Chemical Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Lianyungang Hetian Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   <BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Balsas/MA<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Luis Eduardo Magalhães /BA<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comercio de Insumos Agricolas Ltda - Carazinho/RS<BRASIL>IMPORTADOR) +  (CHDS do Brasil Comércio de Insumos Agrícolas Ltda - Barueri/SP<BRASIL>IMPORTADOR) +  (Youjia Crop Protection Co Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FORMULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>IMPORTADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>IMPORTADOR) +  (Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>IMPORTADOR) +  (Syngenta Proteção de Cultivos Ltda.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Agrilean Inputs S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  - Londrina<BRASIL>IMPORTADOR) +  (DKBR Trading S.A.  Cuiaba<BRASIL>IMPORTADOR) +  (DKBR Trading S.A. - São Paulo/SP<BRASIL>IMPORTADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Zhongshan Química do Brasil - Sorocaba/SP<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Carazinho/RS<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi- Ibiporã/PR <BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasi-  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Zhongshan Química do Brasil Ltda -  Luis Eduardo Magalhães/BA<BRASIL>IMPORTADOR) +  (Fiagril Ltda.  Lucas do Rio Verde/MT<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Ibiporã-PR<BRASIL>IMPORTADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas Ltda - Itu/SP<BRASIL>IMPORTADOR) +  (Agricola Alvorada S.A. - Primavera do Leste/MT (Parque industrial)<BRASIL>IMPORTADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP<BRASIL>IMPORTADOR) +  (Syngenta Proteção de Cultivos Ltda.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Syngenta Proteção de Cultivos Ltda - Paulínia/SP (Betel)<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Foz do Iguaçu/PR<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Cuiabá/MT<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Ibiporã/PR<BRASIL>IMPORTADOR) +  (Somax Agro do Brasil Ltda - Paulínia/SP<BRASIL>IMPORTADOR) +  (Agro Import do Brasil Ltda. -;PR;CHINA, REPUBLICA POPULAR;Com presença internacional
Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;(Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jingma Chemicals Co., Ltd. - Zhejiang<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Zhenjiang Jiangnan Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Pilarquim (Jiangsu) Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Sichuan Leshan Fuhua Tongda Agro-chemical Technology Co. LTD<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Nantong Jiangshan Agrochemical & Chemical Ltd. Liability Co.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Hubei Trisun Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR);PR;PARAGUAI;Com presença internacional
Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;(Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hubei Trisun Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhenjiang Jiangnan Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Sichuan Leshan Fuhua Tongda Agro-Chemical Technology Co Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Nantong Jiangshan Agrochemical & Chemical Ltd. Liability Co.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Pilarquim (Jiangsu) Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Jingma Chemicals Co., Ltd. - Zhejiang<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>MANIPULADOR) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Anhui Huaxing Chemical Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Youth Chemical Co. Ltd. - Jiangsu<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Louis Dreyfus Company Brasil S.A.  São Paulo/SP<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A. - Aparecida de Goiânia/GO<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A.  Cuiabá/MT<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil Ltda  Paraguaçu Paulista/SP<BRASIL>IMPORTADOR) +  (Louis Dreyfus Company Brasil S.A. - Paranaguá/PR<BRASIL>IMPORTADOR);SP;PARAGUAI;Com presença internacional
Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;(Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Sichuan Leshan Fuhua Tongda Agro-Chemical Technology Co Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hubei Trisun Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Nantong Jiangshan Agrochemical & Chemical Ltd. Liability Co.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhenjiang Jiangnan Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Pilarquim (Jiangsu) Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Jingma Chemicals Co., Ltd. - Zhejiang<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR);PR;PARAGUAI;Com presença internacional
Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;(Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (Sichuan Leshan Fuhua Tongda Agro-Chemical Technology Co Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Nantong Jiangshan Agrochemical & Chemical Ltd. Liability Co.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhenjiang Jiangnan Chemical Company Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Xinan Chemical Industrial Group Co., Ltd - Jiande City<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Hubei Trisun Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>MANIPULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Pilarquim (Jiangsu) Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Anhui Guangxin Agrochemical Co., Ltd. - Anhui<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR);PR;PARAGUAI;Com presença internacional
FMC Química do Brasil Ltda. - Campinas/SP;(FMC Agro Singapore Pte. Ltd <SINGAPURA>FORMULADOR) +  (FMC Corporation - Middleport<ESTADOS UNIDOS>FORMULADOR) +  (FMC Química do Brasil Ltda - Uberaba/MG Fabrica<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR);MG;SINGAPURA;Com presença internacional
Syngenta Proteção de Cultivos Ltda.  São Paulo/SP;(Syngenta Proteção de Cultivos Ltda. - Paulínia<BRASIL>FORMULADOR) +  (Bayer S.A. - Belford Roxo<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Servatis S.A., Massa Falida da Sociedade Empresaria <BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FORMULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>FORMULADOR) +  (Kubix Agroindustrial Ltda - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Agroquimicos Y Equipos S.A. de C.V<MÉXICO>FORMULADOR) +  (Syngenta S.A. - Cartagena<COLÔMBIA>FORMULADOR);PR;BRASIL;Com presença internacional
Pi Agsciences Brasil Ltda - São Paulo/SP;(Plant Health Care, Inc. - Seattle - EUA<ESTADOS UNIDOS>FORMULADOR) +  (Acies Bio d.o.o.<ESLOVENIA, REPUBLICA DA>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR);;ESTADOS UNIDOS;Com presença internacional
Ascenza Brasil Ltda - Hortolândia/SP;(Tradecorp do Brasil Comércio de insumos Agrícolas Ltda - Hortolândia/SP<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Indofil Industries Limited  Unidade 1 - Dahej<ÍNDIA>FORMULADOR) +  (Indofil Industries Limited  Planta Azad Nagar - Thane<ÍNDIA>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Hebei Shuangji Chemical Co., Ltd. (Unidade I) <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR);SP;BRASIL;Com presença internacional
Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu;(Tecnomyl S.A. - Villeta<PARAGUAI>FORMULADOR) +  (BRA Defensivos Agrícolas Ltda - Piracicaba/SP<BRASIL>IMPORTADOR) +  (Solus do Brasil Ltda. - Apucarana/PR- Parque Industrial <BRASIL>IMPORTADOR) +  (Shangyu Nutrichem Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>MANIPULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>MANIPULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Prentiss Química Ltda. - Campo Largo/PR<BRASIL>MANIPULADOR) +  (Arcad Industrialização Química Ltda - Paulínia/SP<BRASIL>FORMULADOR) +  (Chizhou Bioagriland Multichem Co. Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Fersol Indústria e Comércio Ltda.<BRASIL>FORMULADOR) +  (Pilarquim (Jiangsu) Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Weifang Haibang Chemical Industry Co. Ltd. <CHINA, REPUBLICA POPULAR>FORMULADOR);SP;PARAGUAI;Com presença internacional
Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS;(Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Qingdao Rainbow Chemical Co., Ltd <CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>MANIPULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>MANIPULADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE<BRASIL>IMPORTADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A. - Barueri/SP<BRASIL>IMPORTADOR) +  (Sumitomo Chemical Brasil Indústria Química S.A.  -  Ibiporâ<BRASIL>IMPORTADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>FORMULADOR) +  (Ouro Fino Química S.A. - Uberaba<BRASIL>MANIPULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Filial Indaiatuba/SP<BRASIL>FORMULADOR) +  (Ultrafine Technologies Indústria e Comércio de Produtos Químicos Ltda. - Indaiatuba/SP<BRASIL>FORMULADOR) +  (Fersol Indústria e Comércio S.A. - EM RECUPERACAO JUDICIAL<BRASIL>FORMULADOR) +  (Zhejiang Avilive Chemical Co., Ltd<CHINA, REPUBLICA POPULAR>FORMULADOR);SP;CHINA, REPUBLICA POPULAR;Com presença internacional
UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP;(AGM Argentina S.A - Pilar<ARGENTINA>FORMULADOR) +  (Tagma Brasil Indústria e Comércio de Produtos Químicos Ltda.<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (FMC Química do Brasil Ltda - Uberaba/MG Fabrica<BRASIL>FORMULADOR) +  (UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A.  - Fabrica Ituverava/SP<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>IMPORTADOR);MG;ARGENTINA;Com presença internacional
Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE;(Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE<BRASIL>FORMULADOR) +  (FMC Química do Brasil Ltda. - Campinas/SP<BRASIL>FORMULADOR) +  (Adama Brasil S.A.- Londrina/PR<BRASIL>FORMULADOR) +  (Adama Brasil S.A. - Taquari<BRASIL>FORMULADOR) +  (Sipcam Nichino Brasil S.A. - Uberaba/MG<BRASIL>FORMULADOR) +  (Nufarm Australia Limited - Pipe<AUSTRÁLIA>FORMULADOR) +  (Jiangsu Sevencontinent Green Chemical Co., Ltd - Unit I<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FORMULADOR) +  (Sinon Corporation - Taiwan<TAIWAN (ILHA FORMOSA)>FORMULADOR) +  (Sinon Chemical CO. Ltd - Hubei/Shanghai<CHINA, REPUBLICA POPULAR>FORMULADOR);CE;BRASIL;Com presença internacional
